Player,Team,G,GS,Min,Poss,%Tm,PTS,FGM,FGA,FGPct,3PM,3PA,P3Pct,FTM,FTA,FTPct,Tot,Def,Off,AST,PF,TO,BLK,STL,Elig,Position,Jersey,ESPN_ID
Curtis Williams Jr.,TUL,33,32,32.1,11.2,15.90%,12.4,4.4,10.9,40.00%,2.1,6.2,33.50%,1.6,1.9,82.50%,4.8,4.0,0.8,1.2,1.5,1.5,0.5,1.3,UNK,,,
Jovan Milicevic,XAV,33,31,26.1,10.0,13.60%,12.4,4.3,9.6,44.30%,2.0,4.7,42.90%,1.8,2.5,72.80%,3.9,2.6,1.3,1.4,3.2,1.3,0.6,0.7,SO,F,24,5101673
Nils Cooper,UCD,27,23,24.7,10.0,13.60%,12.3,4.4,8.0,54.90%,0.4,1.6,23.80%,3.2,4.4,73.70%,4.6,3.1,1.6,1.9,2.4,1.6,0.4,1.5,JR,G,36,5176518
T.J. Burch,WRST,33,22,24.5,11.5,16.10%,12.3,4.7,10.2,46.00%,0.7,2.1,34.30%,2.2,3.0,73.00%,2.4,1.4,1.0,3.5,2.3,2.0,0.3,2.5,SO,G,22,5241483
Joey Niesman,FDU,32,28,33.9,11.0,16.50%,12.3,4.3,10.3,41.30%,1.8,5.4,34.30%,2.0,2.7,74.10%,3.8,2.7,1.1,3.2,2.2,1.9,0.1,1.2,SR,G,0,5313932
Acaden Lewis,NOVA,32,32,29.3,12.0,17.50%,12.3,4.8,10.4,46.40%,0.8,3.0,27.10%,1.9,3.2,58.30%,3.1,2.7,0.4,5.2,1.8,2.1,0.1,1.9,UNK,,,
Thomas Batties II,HARV,29,29,33.0,9.9,15.10%,12.3,4.4,9.4,47.10%,2.0,4.4,45.30%,1.4,1.6,87.20%,5.4,3.8,1.6,2.2,2.1,1.6,1.5,0.7,JR,F,15,5175954
Sam Wright,COLG,33,33,25.6,9.6,13.80%,12.3,4.8,9.6,49.70%,1.2,3.8,31.20%,1.6,2.7,60.20%,4.4,2.8,1.6,0.8,2.2,1.0,0.1,0.5,JR,F,33,5176049
Will Heimbrodt,SEA,33,32,30.7,13.1,18.70%,12.3,4.6,10.9,42.50%,0.5,1.8,28.30%,2.5,4.2,59.30%,5.3,4.3,1.0,2.2,2.3,2.4,2.5,1.3,SO,F,15,5177716
Chance Trujillo,UTAHT,33,23,32.9,10.3,14.50%,12.3,4.1,9.8,41.40%,2.2,6.3,35.30%,2.0,2.4,81.30%,3.4,2.6,0.8,2.7,2.3,1.5,0.3,1.0,UNK,,,
Nathan Claerbaut,CMU,31,30,29.1,9.6,13.70%,12.3,5.3,9.2,57.70%,0.0,0.2,0.00%,1.7,2.5,67.90%,5.5,3.7,1.8,1.5,2.0,1.4,2.1,0.4,SR,C,32,5313263
Jacoi Hutchinson,LONG,31,31,28.4,10.8,14.80%,12.3,4.3,9.7,43.70%,0.5,2.2,25.40%,3.2,3.7,86.20%,3.3,2.5,0.8,3.2,1.8,1.8,0.1,1.4,JR,G,1,4845378
Sebastian Rancik,COL,29,26,28.0,10.7,14.90%,12.3,3.6,8.8,40.40%,1.3,4.1,33.10%,3.8,4.4,86.00%,5.5,4.4,1.1,2.0,2.2,1.7,0.5,0.9,UNK,,,
Arlandus Keyes,MSMU,30,25,29.6,11.1,16.10%,12.3,4.3,11.1,38.30%,2.8,7.7,36.10%,1.0,1.5,64.40%,3.4,2.8,0.6,3.1,2.8,2.2,0.5,1.6,UNK,,,
Arlandus Keyes,MSMMD,30,25,29.6,11.1,16.10%,12.3,4.3,11.1,38.30%,2.8,7.7,36.10%,1.0,1.5,64.40%,3.4,2.8,0.6,3.1,2.8,2.2,0.5,1.6,UNK,,,
Tobi Lawal,VT,23,17,29.1,9.6,13.80%,12.3,3.9,7.2,54.20%,0.5,2.1,25.00%,3.9,5.1,76.30%,8.5,6.2,2.3,0.6,2.8,1.8,1.1,0.3,SR,F,1,5106040
Malachi Brown,GSU,32,31,31.0,11.7,16.40%,12.3,4.2,10.5,39.60%,1.9,5.2,36.50%,2.0,2.6,79.30%,3.8,2.9,0.9,3.0,2.0,2.2,0.0,1.3,UNK,,,
Elijah Brooks,HOUC,8,8,30.4,13.5,20.30%,12.3,4.4,10.3,42.70%,0.4,1.9,20.00%,3.1,5.4,58.10%,4.5,3.4,1.1,3.1,2.5,2.6,0.1,1.5,UNK,,,
Biko Johnson,IDA,36,35,27.7,11.8,16.50%,12.3,3.9,10.4,37.30%,1.7,5.5,30.80%,2.8,3.8,72.50%,3.8,2.9,0.9,2.4,2.6,1.8,0.0,1.1,UNK,,,
Jaden Jackson,SDKS,32,32,32.1,10.8,15.50%,12.3,4.2,11.2,37.80%,2.1,6.6,32.20%,1.7,2.2,78.30%,4.2,3.5,0.7,2.5,2.2,1.3,0.1,1.5,UNK,,,
Andre Mills,MD,33,25,26.7,10.5,15.20%,12.2,4.1,10.0,40.90%,1.7,4.8,34.40%,2.4,3.1,76.70%,4.1,2.7,1.4,1.6,2.7,1.7,0.3,0.5,FR,G,7,5144378
Corneilous Williams,UNA,29,29,32.5,10.0,14.60%,12.2,4.5,8.1,55.10%,0.0,0.0,0.00%,3.3,4.5,72.50%,9.3,5.6,3.7,0.8,2.4,1.3,0.8,0.4,JR,F,2,5105533
Tyrone Riley,SF,31,31,31.8,9.2,13.20%,12.2,4.6,9.7,47.20%,1.4,3.7,36.80%,1.7,2.4,70.70%,4.8,3.5,1.4,1.2,1.9,0.9,0.5,1.0,SO,G,5,5037875
Duke Brennan,NOVA,31,31,29.8,10.3,15.00%,12.2,4.5,6.8,65.40%,0.0,0.0,0.00%,3.3,5.3,62.40%,10.3,6.3,4.0,2.0,2.4,2.0,0.5,0.8,UNK,,,
Ayden Carter,UDM,9,5,20.6,9.6,12.80%,12.2,4.8,8.8,54.40%,0.4,2.1,21.10%,2.2,2.9,76.90%,4.3,3.2,1.1,1.2,1.6,2.0,0.1,1.0,UNK,,,
C.J. Shaw,UCSB,32,15,29.0,9.2,13.20%,12.2,3.9,7.6,51.70%,1.3,3.0,43.20%,3.1,3.8,82.60%,2.0,1.3,0.8,2.3,1.8,1.8,0.1,1.1,FR,G,3,5215271
Jahari Long,GMU,33,33,33.8,10.3,15.50%,12.2,4.0,8.8,45.40%,1.5,3.9,37.70%,2.7,3.3,82.60%,3.4,3.0,0.4,4.0,1.9,1.8,0.2,0.6,SR,G,2,4433512
Nate Kingz,SYR,32,32,31.3,8.4,11.80%,12.2,4.5,9.1,49.30%,2.0,5.5,36.70%,1.2,2.0,61.90%,3.6,2.7,0.9,1.3,2.0,0.7,0.6,0.9,SR,G,4,5240882
Raysean Seamster,TXARL,32,32,29.7,11.1,16.00%,12.2,4.9,10.0,49.40%,0.4,1.8,24.60%,1.9,3.3,57.70%,6.4,4.0,2.5,1.9,2.3,2.1,0.8,1.4,UNK,,,
Leo Beath,UCSD,34,33,30.1,10.6,14.90%,12.2,4.3,10.1,42.90%,1.4,4.4,32.90%,2.1,2.8,74.00%,5.1,4.2,0.9,1.6,1.8,1.5,0.4,1.2,JR,F,8,5106867
Jaxson Bell,ARMY,30,8,25.3,10.4,14.80%,12.2,3.7,8.8,41.70%,1.7,4.8,35.90%,3.1,3.8,80.90%,5.0,3.8,1.2,1.5,2.5,2.0,0.2,1.1,SO,G,4,5243049
Reese Miller,W&M,30,0,24.5,10.2,13.60%,12.2,4.2,9.3,45.50%,1.4,4.3,32.80%,2.3,3.1,73.40%,2.5,2.1,0.4,2.4,1.1,1.4,0.3,0.6,JR,G,0,5312326
Karmello Branch,UMKC,28,26,29.7,10.8,14.60%,12.1,4.0,11.0,36.40%,2.4,7.3,32.80%,1.8,2.1,84.50%,2.6,1.9,0.7,1.5,1.6,1.5,0.1,0.4,UNK,,,
Justin Page,NIAG,21,20,30.2,11.2,17.30%,12.1,4.6,10.8,42.30%,1.3,4.5,29.50%,1.7,2.1,79.50%,2.1,1.5,0.7,2.5,1.5,1.5,0.2,0.7,UNK,,,
T.J. Long,UVM,29,17,29.6,10.2,15.20%,12.1,4.0,10.5,38.50%,2.0,6.5,31.40%,2.0,2.6,79.70%,4.8,4.2,0.6,1.1,1.6,1.1,0.2,0.8,SR,G,20,4896370
Tyler Shirley,FAMU,30,30,30.4,12.0,16.60%,12.1,4.6,10.5,43.40%,0.9,2.9,31.00%,2.1,2.7,77.80%,5.1,3.9,1.2,1.9,2.9,2.7,0.4,1.0,SR,F,22,4897175
Zawdie Jackson,FIU,31,31,29.1,9.5,12.70%,12.1,3.5,7.7,44.80%,0.9,2.5,37.70%,4.3,4.9,86.90%,2.5,1.9,0.6,2.9,1.7,1.4,0.0,1.2,SR,G,2,5242602
Uzziah Buntyn,SDK,31,25,30.3,11.7,15.70%,12.1,3.3,8.5,38.90%,1.0,3.6,27.70%,4.5,5.4,84.40%,2.8,2.1,0.7,3.5,1.7,2.3,0.0,1.3,UNK,,,
Bradley Douglas,JMU,32,18,27.6,11.4,16.40%,12.1,4.0,9.7,41.60%,1.7,4.7,35.60%,2.4,3.3,73.30%,2.0,1.8,0.3,3.5,1.7,2.3,0.0,0.7,SR,G,2,5177352
Devin Dinkins,MANH,32,32,33.6,11.0,15.60%,12.1,3.4,9.3,36.50%,1.5,4.5,32.90%,3.8,4.3,88.50%,1.6,1.2,0.4,2.6,1.5,1.8,0.0,1.1,UNK,,,
Jamil Muttilib,GRAM,33,23,26.9,9.2,12.90%,12.1,4.1,9.3,43.50%,1.7,5.3,32.60%,2.3,2.8,82.40%,3.4,2.4,1.0,0.5,2.0,1.2,0.5,1.4,SR,G,11,5239582
Trent Middleton,NCAT,29,28,28.7,11.1,15.70%,12.1,4.2,9.3,44.80%,1.1,3.5,30.40%,2.7,3.5,76.50%,3.5,2.7,0.8,3.0,1.9,2.2,0.1,0.9,JR,G,1,5176166
Neoklis Avdalas,VT,31,31,31.7,12.3,17.20%,12.1,4.2,10.8,38.60%,1.6,5.0,31.40%,2.2,3.3,67.30%,3.1,3.0,0.1,4.5,1.3,2.2,0.5,0.6,FR,G,17,5311829
"Barry Dunning, Jr.",PITT,33,27,31.2,9.1,13.80%,12.1,4.4,9.5,46.00%,1.7,5.1,33.50%,1.6,2.2,71.60%,5.7,3.9,1.8,0.8,1.7,1.1,0.8,0.7,SR,G,22,4683675
Declan Wucherpfennig,FAIR,34,34,31.6,9.5,13.70%,12.1,4.7,9.0,52.40%,0.6,1.9,31.70%,2.0,3.1,65.70%,8.5,5.5,3.0,1.6,2.2,1.2,0.5,0.8,FR,G,44,5311735
Jan Vide,LMU,27,27,28.8,12.3,17.50%,12.1,4.8,10.5,45.40%,0.4,1.1,32.30%,2.1,2.9,75.30%,3.0,2.7,0.3,4.0,2.0,2.3,0.2,0.7,JR,G,7,5174984
Tru Washington,MIA,29,19,27.6,9.9,13.80%,12.1,4.4,9.7,45.20%,1.2,3.3,36.50%,2.1,2.8,74.40%,3.9,2.6,1.3,1.7,1.7,1.5,0.0,1.9,JR,G,10,4845368
Rhyjon Blackwell,MRST,31,7,30.1,10.3,15.10%,12.1,4.1,10.2,40.50%,1.6,4.5,35.70%,2.2,2.4,91.90%,3.8,2.9,0.9,1.8,1.9,1.4,0.0,0.7,SR,G,4,5107299
Tycen McDaniels,ALCN,32,32,27.3,11.2,15.70%,12.1,4.4,8.4,52.60%,0.1,0.3,33.30%,3.2,4.2,75.40%,6.1,4.1,2.0,1.0,3.0,2.6,1.2,1.3,JR,F,8,5243189
Andrew Meadow,BSU,32,32,30.0,8.3,11.90%,12.1,4.2,8.2,51.00%,1.4,3.6,38.60%,2.4,3.6,65.50%,3.6,2.7,0.9,1.0,1.3,0.9,0.0,0.6,UNK,,,
"Juan Cranford, Jr.",EKU,32,29,25.9,9.4,12.90%,12.1,4.1,10.1,40.70%,2.5,7.0,36.30%,1.3,1.7,79.60%,2.5,1.7,0.8,1.6,2.7,1.4,0.1,0.7,SO,G,4,5242400
"A.J. Bates, Jr.",LTU,34,34,33.4,12.7,18.70%,12.1,4.1,11.1,37.00%,1.1,3.8,27.70%,2.8,3.5,78.30%,2.8,2.3,0.6,5.9,2.0,2.4,0.1,1.2,UNK,,,
Brandon Mitchell-Day,DART,27,27,27.9,11.6,16.20%,12.0,4.4,8.9,49.00%,0.9,2.5,35.80%,2.4,3.2,74.70%,9.0,7.1,1.9,2.3,2.3,2.6,0.9,0.6,SR,F,21,5106240
Jahmere Tripp,URI,27,10,24.6,10.3,15.00%,12.0,3.9,8.4,46.10%,1.3,3.0,41.50%,3.0,4.1,73.60%,4.3,2.7,1.6,1.5,3.1,1.9,0.4,1.3,JR,F,0,4848629
Max Frazier,CCSU,30,30,28.2,8.5,12.60%,12.0,5.1,7.8,65.80%,0.0,0.1,0.00%,1.8,2.9,60.90%,7.2,5.3,1.9,0.9,2.4,1.3,1.7,0.9,JR,F,34,5177169
Amael Letang,DAY,31,29,25.5,10.4,14.90%,12.0,3.9,8.0,49.40%,1.0,2.8,36.40%,3.1,4.1,76.40%,5.9,4.3,1.6,1.6,2.5,2.1,1.2,0.5,SO,F,29,5239526
Daniel Rivera,UAB,32,31,29.3,9.9,13.40%,12.0,4.8,8.9,54.40%,0.1,0.3,33.30%,2.3,3.9,58.10%,6.7,4.1,2.5,1.2,2.2,1.2,1.0,0.8,SR,F,23,5105982
Landon Seaman,CSUF,34,6,20.7,9.1,11.80%,12.0,4.5,8.3,54.10%,0.9,2.6,36.00%,2.1,3.4,61.50%,3.3,2.0,1.3,1.2,1.6,1.1,0.4,0.6,SR,F,99,4910887
Ahmad Henderson,UIC,35,15,21.3,10.4,14.80%,12.0,3.7,9.6,39.00%,1.2,4.2,29.30%,3.3,3.8,87.10%,1.6,1.3,0.3,2.3,1.9,1.8,0.1,0.9,JR,G,0,5177126
Ben Roseborough,SJSU,11,9,27.6,8.9,13.40%,12.0,3.9,9.9,39.40%,2.1,5.1,41.10%,2.1,2.5,82.10%,1.6,1.4,0.3,1.1,2.7,0.8,0.2,0.9,FR,G,11,4873192
Kyle Evans,UCI,35,35,28.6,8.1,11.00%,12.0,4.9,7.9,62.00%,0.1,0.3,20.00%,2.2,2.8,78.40%,8.7,6.3,2.4,0.9,1.7,0.9,3.2,0.4,SR,F,14,5107567
Jusaun Holt,UTAHT,33,29,31.7,12.4,17.40%,12.0,3.8,9.2,41.30%,1.7,4.2,40.60%,2.7,3.3,80.70%,4.1,3.1,1.0,3.4,2.1,3.2,0.8,0.8,UNK,,,
Milos Nenadic,LIND,33,32,27.5,10.7,14.10%,12.0,4.3,9.2,46.90%,0.5,1.8,24.60%,2.9,4.0,71.40%,6.1,3.3,2.8,1.0,2.4,1.6,1.2,0.9,UNK,,,
Marcus Millender,UGA,33,8,26.2,9.9,12.80%,12.0,4.0,8.9,45.40%,1.8,4.8,38.90%,2.1,2.5,84.00%,2.8,2.1,0.6,4.1,1.8,1.8,0.0,0.9,JR,G,4,5176681
Braylon Mullins,UCONN,27,23,27.4,8.8,13.00%,12.0,4.4,10.2,43.50%,2.2,6.4,34.50%,0.9,1.0,85.20%,3.5,2.7,0.9,1.4,2.8,1.1,0.7,1.0,UNK,,,
Jaeden Marshall,LASA,25,18,27.7,9.6,14.00%,12.0,3.6,9.7,36.80%,1.8,5.4,33.80%,3.0,3.5,86.20%,2.2,2.0,0.2,1.2,1.4,1.1,0.0,0.3,UNK,,,
Elijah Lewis,MRST,24,24,29.6,9.8,14.40%,12.0,4.2,8.8,47.60%,0.5,2.0,27.70%,3.0,3.5,84.70%,4.5,3.5,0.9,2.2,1.6,1.2,0.2,0.9,SR,G,13,5242621
Miro Little,UCSB,18,18,28.7,10.5,15.10%,11.9,3.5,7.6,46.00%,1.2,3.4,34.40%,3.8,4.6,82.90%,5.4,5.1,0.3,4.6,1.5,2.1,0.4,1.3,JR,G,1,5033017
Trevian Carson,NDSU,35,34,31.6,10.1,14.20%,11.9,4.5,9.4,48.00%,1.3,3.4,37.50%,1.6,2.0,80.30%,6.5,4.4,2.1,2.9,2.1,1.6,0.4,1.8,JR,G,0,5314778
R.J. Godfrey,CLEM,34,31,25.1,9.2,13.70%,11.9,4.6,7.5,61.20%,0.1,0.3,22.20%,2.7,4.1,66.20%,5.3,3.6,1.7,1.6,2.6,1.4,0.6,0.6,SR,F,0,5105449
Jun Seok Yeo,SEA,33,33,30.6,11.0,15.60%,11.9,4.2,9.8,43.20%,1.5,5.2,29.70%,2.0,2.9,68.40%,4.0,3.2,0.8,1.5,1.9,2.1,0.4,0.5,SR,F,21,5176261
Bryson Cokley,ELON,32,12,26.0,8.5,12.20%,11.9,4.1,9.1,45.20%,1.9,4.8,39.50%,1.8,2.3,79.50%,3.7,2.8,0.9,1.2,2.3,0.9,0.1,0.7,SO,G,0,5239594
Ace Valentine,UMBC,32,32,32.7,9.5,13.90%,11.9,4.3,8.4,50.60%,1.3,3.5,38.10%,2.1,2.7,77.00%,4.1,4.0,0.1,3.9,1.2,1.3,0.0,0.8,JR,G,1,5174860
Javohn Garcia,MCNS,30,30,29.7,8.2,11.80%,11.9,4.2,9.1,46.00%,1.3,3.6,37.40%,2.2,2.9,76.70%,3.1,2.7,0.5,1.6,1.8,0.6,0.7,1.7,UNK,,,
Jaylon Johnson,RAD,29,27,31.2,11.6,15.40%,11.9,3.6,10.2,35.40%,2.3,7.2,32.40%,2.3,2.9,80.00%,2.8,2.1,0.8,3.4,1.5,2.1,0.2,2.1,SR,G,3,5242992
Nicholas Shogbonyo,TAMCC,28,26,26.9,9.2,13.20%,11.9,3.5,7.9,44.10%,1.7,4.0,42.50%,3.3,4.1,80.70%,3.5,3.0,0.5,1.4,2.4,1.7,0.0,1.0,UNK,,,
Brandon Rechsteiner,COLST,34,34,27.7,9.5,14.40%,11.9,4.1,9.2,44.90%,2.5,6.3,39.70%,1.1,1.4,80.90%,2.2,1.7,0.5,2.5,1.4,1.7,0.1,0.8,UNK,,,
Jefferson Monegro,CSUF,33,33,29.0,10.3,13.20%,11.9,3.6,8.8,40.70%,1.1,3.8,28.60%,3.7,4.1,89.00%,4.6,3.5,1.1,2.3,2.8,1.0,0.4,1.0,UNK,,,
Xavier Spencer,UML,33,33,33.9,10.3,14.50%,11.9,4.3,9.8,44.10%,1.5,4.4,34.90%,1.8,2.3,77.30%,4.4,3.6,0.8,2.9,2.3,1.9,0.3,1.2,JR,G,11,5313152
Ja'Mier Jones,PROV,31,19,25.7,9.4,12.40%,11.9,4.4,7.6,57.00%,0.4,1.0,38.70%,2.8,4.2,66.40%,4.5,3.3,1.3,1.4,2.3,1.7,0.3,0.9,FR,F,5,5041949
Colin Smith,UCSB,31,31,29.4,9.5,13.60%,11.9,3.6,7.9,45.50%,1.5,3.7,40.50%,3.2,4.0,80.00%,4.2,2.9,1.3,1.5,2.5,1.7,0.2,0.5,JR,F,7,4684812
Leon Bond III,UNI,35,35,32.7,9.7,14.90%,11.9,4.5,9.5,47.30%,1.3,3.6,36.50%,1.5,2.1,75.00%,4.8,4.1,0.7,1.5,1.8,1.1,0.7,0.8,JR,F,35,4838704
Deyton Albury,UNM,33,32,24.9,10.4,14.40%,11.9,3.9,7.6,51.20%,0.6,1.5,39.20%,3.5,4.4,78.10%,3.7,3.1,0.6,3.0,2.5,2.4,0.1,1.5,SR,G,1,5176237
Doctor Bradley,BCU,8,4,22.1,11.2,15.40%,11.9,4.5,8.4,53.70%,0.3,0.9,28.60%,2.6,5.5,47.70%,7.5,5.9,1.6,2.8,2.1,2.0,1.1,1.3,SR,G,13,5108978
Camp Wagner,INDST,32,26,28.8,10.8,14.90%,11.9,4.0,10.7,37.50%,2.5,7.4,34.30%,1.3,1.5,91.50%,4.4,3.7,0.7,1.9,2.4,1.7,0.3,0.8,UNK,,,
Isaiah Brickner,IDA,35,13,20.5,9.0,12.50%,11.9,4.1,8.6,48.00%,1.3,3.2,41.10%,2.3,3.0,76.00%,3.9,3.2,0.7,1.0,2.2,1.2,0.1,0.7,UNK,,,
Dorian McMillian,JSU,28,24,29.5,11.3,15.20%,11.9,4.1,10.9,37.80%,2.0,6.2,32.80%,1.6,2.1,75.00%,4.4,3.7,0.7,1.4,2.0,2.1,0.2,1.0,UNK,,,
Aday Mara,MICH,35,34,23.0,9.3,12.70%,11.9,4.9,7.2,67.90%,0.1,0.3,22.20%,2.0,3.7,54.60%,6.9,5.0,1.9,2.4,2.3,1.9,2.6,0.3,JR,C,15,5174983
Eli King,UND,35,35,31.8,10.0,14.00%,11.9,4.2,10.2,41.50%,1.3,4.3,30.50%,2.1,2.9,70.90%,5.3,4.1,1.2,2.0,2.7,0.7,0.8,2.1,SR,G,2,5106253
Trevan Leonhardt,UVSU,34,34,34.5,11.1,15.40%,11.9,4.4,8.6,50.50%,1.2,3.4,36.80%,1.9,2.5,75.60%,5.4,4.7,0.7,6.0,1.3,2.7,0.6,2.1,UNK,,,
Noah Bolanga,UTAHT,34,31,32.7,11.3,15.80%,11.9,4.3,10.4,41.40%,1.7,5.3,32.60%,1.5,2.3,67.50%,6.0,5.1,0.9,2.2,2.1,2.1,0.4,1.3,UNK,,,
Jordan Watford,QUC,34,8,20.7,9.6,13.10%,11.9,3.9,6.5,59.90%,0.3,0.7,37.50%,3.8,4.8,78.00%,2.6,1.7,0.9,3.8,2.9,1.8,0.1,0.7,UNK,,,
Jalen Griffith,WMU,27,17,22.9,9.7,13.50%,11.9,4.1,9.0,45.50%,1.7,4.2,41.60%,2.0,2.4,81.50%,1.5,1.3,0.2,3.4,1.9,1.7,0.0,0.9,JR,G,2,5179286
David Bolden,NJIT,33,33,29.8,12.2,17.50%,11.8,3.5,10.8,32.00%,2.1,6.7,31.80%,2.8,3.5,80.20%,2.8,2.3,0.5,2.8,2.3,2.0,0.0,1.9,FR,G,1,5313131
A.J. Staton-McCray,SHU,33,33,27.4,9.7,14.10%,11.8,4.2,10.4,39.90%,1.6,4.9,33.10%,1.9,2.2,87.50%,3.2,2.5,0.6,1.3,2.3,1.3,0.6,1.5,UNK,,,
Sam Towns,BGSU,32,32,32.0,11.0,14.80%,11.8,4.2,9.7,42.80%,1.1,3.4,30.90%,2.5,3.3,75.20%,7.4,5.7,1.7,1.8,2.5,1.6,0.6,1.2,SR,F,14,4703531
Ruot Bijiek,BUCK,12,11,28.8,12.3,17.60%,11.8,3.6,10.1,35.50%,1.8,6.2,28.40%,2.9,3.4,85.40%,5.2,3.4,1.8,0.8,2.8,2.6,0.9,0.8,SR,F,4,5105670
Kevin De Kovachich,UNA,30,30,31.2,10.6,15.40%,11.8,3.9,9.5,41.30%,1.2,3.5,33.70%,2.8,3.5,79.20%,2.2,1.8,0.4,2.2,1.9,1.8,0.1,1.5,SO,G,8,5239798
Michael Zanoni,UPENN,30,30,28.8,8.1,11.40%,11.8,4.2,9.7,43.80%,1.8,4.7,39.00%,1.5,1.7,92.00%,2.0,1.5,0.5,0.7,1.5,0.5,0.0,0.5,UNK,,,
Zyier Beverly,BING,29,18,25.0,9.4,13.90%,11.8,4.6,7.6,60.30%,0.1,0.3,30.00%,2.6,4.1,64.40%,4.9,3.7,1.2,0.4,2.7,1.7,1.3,0.7,JR,F,10,5312446
Derrion Reid,OU,34,34,27.5,8.7,12.40%,11.8,3.8,7.5,50.40%,0.9,2.6,35.60%,3.4,4.4,75.50%,4.6,3.0,1.6,1.1,1.3,1.1,0.3,0.5,SO,F,35,5095155
Braxton Stacker,SEMO,33,33,28.2,9.9,13.80%,11.8,3.8,9.2,41.10%,1.4,4.4,31.90%,2.8,3.5,80.30%,3.4,2.7,0.8,1.4,2.6,1.4,0.5,1.1,SR,G,44,5107891
Maguire Mitchell,IUPUI,32,31,26.3,8.9,11.30%,11.8,4.2,10.0,41.60%,2.6,7.4,34.90%,0.9,1.2,78.40%,2.3,1.4,0.9,1.2,3.0,0.9,0.5,1.3,UNK,,,
Hayden Wood,JAC,32,31,27.0,8.5,12.50%,11.8,4.0,8.8,45.70%,1.8,4.7,37.70%,2.0,2.8,71.60%,3.2,2.1,1.1,1.3,2.0,0.8,0.7,0.4,UNK,,,
Jaylen Searles,NICH,32,25,25.6,10.3,14.70%,11.8,4.0,9.8,41.10%,1.9,5.3,35.50%,1.9,2.8,66.70%,3.8,3.1,0.7,2.0,2.3,1.6,0.6,0.9,SR,G,3,5176646
Bryce Lindsay,NOVA,32,30,27.3,9.9,14.40%,11.8,3.8,10.2,37.40%,2.2,6.5,34.30%,2.0,2.5,78.80%,2.1,1.5,0.6,1.9,1.7,1.2,0.0,0.7,UNK,,,
Tunde Fasasi,W&M,32,31,26.8,9.9,13.10%,11.8,4.1,8.8,46.10%,1.6,4.5,35.00%,2.1,2.7,78.20%,4.1,3.1,1.1,2.5,2.3,1.4,0.8,1.2,UNK,,,
Joe Nugent,HCU,21,21,29.7,8.5,12.70%,11.8,4.0,8.6,45.90%,2.3,5.6,40.70%,1.6,1.9,87.20%,3.6,2.4,1.1,0.7,2.2,0.9,0.2,0.9,UNK,,,
Jayden Williams,DART,26,26,27.3,10.1,14.10%,11.8,3.9,9.5,41.50%,2.5,6.9,35.80%,1.5,1.8,84.80%,3.8,2.9,0.9,1.1,2.4,1.9,0.4,0.7,SR,F,22,5106241
Jaquan Sanders,FAMU,29,25,32.0,11.4,15.90%,11.8,3.7,9.5,38.80%,2.0,5.9,34.10%,2.4,2.9,83.30%,3.1,2.3,0.8,3.7,2.3,2.5,0.2,1.0,SR,G,3,5105593
J'vonne Hadley,LOU,33,32,28.0,7.7,10.60%,11.8,4.4,7.6,57.50%,1.1,2.4,46.30%,1.9,2.7,70.50%,5.2,3.9,1.2,1.7,2.1,0.8,0.3,1.0,SR,G,1,4702784
Sheldon Williams,TAMCC,33,30,25.4,9.4,13.40%,11.8,4.6,8.5,54.50%,0.3,1.1,29.70%,2.2,3.5,64.30%,6.9,4.9,2.0,1.0,2.9,1.4,0.4,0.7,UNK,,,
Michael Imariagbe,WRST,33,30,24.0,9.9,13.90%,11.8,4.2,7.2,58.90%,0.0,0.2,16.70%,3.3,4.9,68.30%,7.0,4.3,2.7,1.8,3.1,1.8,0.8,0.5,SR,F,33,4707481
Doyel Cockrill III,CHST,28,9,24.4,9.5,14.00%,11.8,3.5,9.2,38.00%,2.1,5.8,36.40%,2.7,3.2,83.30%,2.6,2.1,0.5,2.0,1.1,1.0,0.0,1.0,JR,G,3,5247705
Tyler Hendricks,UVSU,28,28,29.8,8.1,11.20%,11.8,4.2,8.6,49.20%,2.1,4.8,44.80%,1.2,1.5,79.10%,4.3,3.4,0.9,1.9,2.0,1.3,0.8,1.2,UNK,,,
Yann Farell,SACR,32,32,30.7,8.6,12.30%,11.8,3.7,8.2,44.90%,2.1,5.1,41.10%,2.3,2.8,81.30%,4.9,3.5,1.4,1.3,2.3,1.1,0.4,0.7,UNK,,,
Jordan Mason,TEM,32,32,33.7,11.2,16.50%,11.8,4.2,9.8,43.30%,0.6,2.0,31.30%,2.7,3.4,79.80%,3.1,2.6,0.5,4.0,2.3,1.7,0.2,1.1,SR,G,32,5106453
Baye Ndongo,GT,27,27,27.3,11.0,14.90%,11.8,4.6,8.3,55.60%,0.2,0.5,35.70%,2.3,3.3,71.60%,8.1,5.3,2.9,2.4,2.9,2.4,1.0,0.8,JR,F,11,5142356
Anthony Bryant,JACST,31,27,27.7,8.3,12.10%,11.8,3.9,9.7,39.90%,2.8,7.3,39.10%,1.2,1.7,68.50%,3.9,3.4,0.5,0.9,1.9,0.6,0.1,1.1,UNK,,,
Braeden Shrewsberry,ND,31,31,32.2,9.0,13.10%,11.8,3.8,9.7,39.10%,2.8,6.9,40.50%,1.4,1.7,77.80%,3.0,3.0,0.1,1.9,1.2,1.1,0.1,0.4,JR,G,11,4912455
